function_name,representation,crossover,config_name,run_id,best_fitness,final_mean_fitness,convergence_generation,runtime,function_evaluations,best_x,best_y
drop_wave,binary,1point,binary_1point,0,-0.9362453247361643,-0.8638334355026949,1,0.06154227256774902,2450,-0.5200860608834974,-0.011172045471885106
drop_wave,binary,1point,binary_1point,1,-0.9362452958794152,-0.8858134772763898,1,0.03461503982543945,2450,-0.4602413977264055,-0.24242557412069932
drop_wave,binary,1point,binary_1point,2,-0.785751279168927,-0.7084742708172499,1,0.028722047805786133,2450,0.7794650186923011,0.6907136644541083
drop_wave,binary,1point,binary_1point,3,-0.9362452867764712,-0.8795395485243986,2,0.028063058853149414,2450,-0.40680308232242357,-0.32430182345311653
drop_wave,binary,1point,binary_1point,4,-0.9340385182711415,-0.8333837082260821,3,0.028059959411621094,2450,-0.3199267566948958,-0.3999279774166471
drop_wave,binary,1point,binary_1point,5,-0.7857513244301418,-0.7421923607134024,1,0.027720928192138672,2450,0.8455597772182806,-0.6080561532005797
drop_wave,binary,1point,binary_1point,6,-0.9362453232804675,-0.8688480832275814,2,0.028103113174438477,2450,-0.09742336156252396,-0.511023422598611
drop_wave,binary,1point,binary_1point,7,-0.9999995574816783,-0.907898697154649,7,0.02807903289794922,2450,-7.812619211122751e-05,-7.812619211122751e-05
drop_wave,binary,1point,binary_1point,8,-0.9362356891924821,-0.8325469367537112,4,0.027817964553833008,2450,0.518679789425498,-0.03226611734187834
drop_wave,binary,1point,binary_1point,9,-0.9362452714260922,-0.8680287470023847,3,0.0280609130859375,2450,-0.3669587243457695,-0.36867750057221294
drop_wave,real,arithmetic,real_arithmetic,0,-0.93620710768058,-0.9003455224885103,4,0.01329493522644043,2450,0.5135200833211958,0.07627546374474999
drop_wave,real,arithmetic,real_arithmetic,1,-0.996985896498236,-0.996985896498236,1,0.012712955474853516,2450,0.0077532456304212904,-0.00480823455244872
drop_wave,real,arithmetic,real_arithmetic,2,-0.9362453278072977,-0.9362453278072976,8,0.01315617561340332,2450,0.5111043617981814,0.09693511067374153
drop_wave,real,arithmetic,real_arithmetic,3,-0.9999984083614101,-0.9771255164766193,3,0.013114213943481445,2450,0.0001411887669603327,0.00015483225435312085
drop_wave,real,arithmetic,real_arithmetic,4,-0.9484545422195536,-0.9235968719716838,4,0.01305699348449707,2450,-0.028347888990604836,0.02537013001175531
drop_wave,real,arithmetic,real_arithmetic,5,-0.9362453278079418,-0.9331937004832191,1,0.01357889175415039,2450,0.38986814455049956,0.34442278872857945
drop_wave,real,arithmetic,real_arithmetic,6,-0.9362453153892407,-0.9197703731514452,1,0.013226032257080078,2450,0.4548500491762445,-0.25241978952520505
drop_wave,real,arithmetic,real_arithmetic,7,-0.9362453187322175,-0.9211107428629219,1,0.013159990310668945,2450,0.28695594096938143,0.4338934140558617
drop_wave,real,arithmetic,real_arithmetic,8,-0.9362453277975579,-0.9362453277975579,1,0.013033866882324219,2450,0.3504800674582039,-0.38443123477159824
drop_wave,real,arithmetic,real_arithmetic,9,-0.9996572008815966,-0.9858747960640941,2,0.01288914680480957,2450,-0.0004051770063137061,0.003048515583674966
